,pdb_file,native,ml,rmsd,rmsd_avg,rmsd_order,rmsd_dom,r_free,r_work,r_all
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/0.pdb,0,5.482008041467578,1.6610724986909182,0.8869820730267683,1.661072498690918,0.2739274942689416,0.42742164514157477,0.4367979860343394,0.4361258763761175
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/1.pdb,0,5.48600764891508,2.2528238372716776,1.1805978224794804,2.2528238372716776,0.26265478802732317,0.42444795114057576,0.4382187944097831,0.4372298864318683
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/2.pdb,0,5.469411152233394,0.3043263943031238,0.2449809093273782,0.3043263943031238,0.30524688201171707,0.418170092132711,0.42947184882354716,0.4286615160673199
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/3.pdb,0,5.5745773119112805,1.7995000129992123,1.566407830465,1.7995000129992123,2.0873193960601686,0.5448232350214315,0.5492630374258773,0.5489464460031837
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/4.pdb,0,5.474801491070046,0.30166191539018444,0.2319922566052142,0.30166191539018444,0.30352215774145325,0.4212813369393377,0.4330315127936988,0.4321944453952702
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/5.pdb,0,5.477416849223277,0.3207335325009387,0.24977549982935565,0.32073353250093883,0.31216787407989194,0.4415924233032734,0.4373572003224845,0.4376786575774055
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/6.pdb,0,5.4463554983372955,0.2664611200209209,0.21949532831840118,0.2664611200209209,0.2797940011952595,0.4042040591320951,0.4130598074233025,0.41243548674494174
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/7.pdb,0,5.523506182744397,2.950503018115701,1.5725109201076644,2.9505030181157004,0.28790379148641343,0.4679731582082059,0.4742588959681923,0.4738204268203507
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/8.pdb,0,5.517262946041633,1.0517365495682751,0.622226480610891,1.051736549568275,0.29447443299397497,0.4622384024749391,0.46697311685279574,0.46667344424221036
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/9.pdb,0,5.4987543609718195,0.3562218603588605,0.29368397086690295,0.35622186035886044,0.3760710768498394,0.44456126886182057,0.454084210366758,0.4534019037879024
10,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/weight/wrong_structure_right_weight/10.pdb,0,5.5819598540929345,5.016441651735479,4.351918023657943,5.016441651735479,4.836707954563501,0.5510055020735509,0.55925930321411,0.5586742950021067
